Track Name,Album Name,Lyrics,No_of_Characters,No_of_Words
Losing My Mind,It Won’t Be Soon Before Long,it's so hard to find you i'm standing right behind you the streets are much colder this mean i'm getting older why would you how could i these questions lead to goodbye but now i got my freedom don't i   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind   shy girl so humble with eyes that make me stumble somehow not speaking lets me know everything i go out you eat in hot from the situation you're naked in daylight wrap yourself up and goodnight i'm burning i'm hungry angry cause she don't love me you got me completely in my own game you beat me   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind   i will be back again no this is not the end i've fallen hard this time but i not giving in i want the world to know that i won't let you forget the tears that you shed i'll make it impossible to let go   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind,1661,357
Lot To Love,Unreleased Songs,baby come a little closer mhm so baby i just wanna hold ya mhm  pre dont hold it back i want it all mmmmmm the night is bright and beautiful mmmmmm   this big heart of mines exploding cant get enough ill make you mine if youre lucky no need to rush ive got a lot to love nanana nananananana nanana nana nanananananana nanana nananananana nanana nana nanananananana   baby kiss me on the dance floor mhm baby tell me what youre waiting for mhm  pre dont hold it back i want it all mmmmmm the night is bright and beautiful mmmmmm   this big heart of mines exploding cant get enough ill make you mine if youre lucky no need to rush ive got a lot to love nanana nananananana nanana nana nanananananana nanana nananananana nanana nana nanananananana   if im dreaming dont wake me if im sleeping keep me warm in the night got a weakness forgive me heavy breathing like im dying inside your skin on my skin its a love scene your skin on my skin dont let it go youre a high youre a trip youre my daydream youre my light from within just let it glow   this big heart of mines exploding cant get enough ill make you mine if youre lucky no need to rush ive got a lot to love nanana nananananana nanana nana nanananananana nanana nananananana nanana nana nanananananana,1257,235
Lotus Flower by Radiohead,The King of Limbs by Radiohead,i will shape myself into your pocket invisible do what you want do what you want i will shrink and i will disappear i will slip into the groove and cut me off and cut me off  there's an empty space inside my heart where the weeds take root and now i'll set you free i'll set you free there's an empty space inside my heart where the weeds take root so now i'll set you free i'll set you free  slowly we unfurl as lotus flowers 'cause all i want is the moon upon a stick just to see what if just to see what is i can't kick your habit just to feed your fast balloonin' head listen to your heart  we will shrink and then be quiet as mice and while the cat is away do what we want do what we want  there's an empty space inside my heart where the weeds take root so now i'll set you free i'll set you free  'cause all i want is the moon upon a stick just to see what if just to see what is oh the bird that's flown into my room  slowly we unfurl as lotus flowers 'cause all i want is the moon upon a stick i dance around the pit the darkness is beneath i can't kick your habit just to feed your fast balloonin' head listen to your heart,1133,251
Love,,love i have such a deep love in me for you i love you more than anything but words cannot touch what is in my heart when i try to explain i'm getting a little crazy i cannot express i retire i can't explain how i feel and i say love love oh love my love oh love love oh i'm trying to say that you are my everything but every time i try to say they just copulate and i say love love love i've never felt that way before what i feel about you is unique keep i belong to you if possible to tell you i love you so much words are not enough oh love my love oh love love oh i'm trying to tell you that you are my everything but every time i try to tell you they just get complicated and i say love oh love love love oh ooh every time i try to tell you that you are my everything they just get complicated every time i try to tell you that you are my everything they just get complicated oh love my love oh love love love love love love laugh,935,208
Love Again,Future Nostalgia,i never thought that i would find a way out i never thought i'd hear my heart beat so loud i can't believe there's something left in my chest anymore but goddamn you got me in love again i used to think that i was made out of stone i used to spend so many nights on my own i never knew i had it in me to dance anymore but goddamn you got me in love again  pre show me that heaven's right here baby touch me so i know i'm not crazy never have i ever met somebody like you used to be afraid of love and what it might do but goddamn you got me in love again   you got me in love again you got me in love again you got me in love again again   so many nights my tears fell harder than rain scared i would take my broken heart to the grave i'd rather die than have to live in a storm like before but goddamn you got me in love again  pre show me that heaven's right here baby touch me so i know i'm not crazy never have i ever met somebody like you used to be afraid of love and what it might do but goddamn you got me in love again   you got me in love again you got me in love again you got me in love again again  refrain i can't believe i can't believe i finally found someone i'll sink my teeth in disbelief 'cause you're the one that i want i can't believe i can't believe i'm not afraid anymore goddamn you got me in love again   lalala lalala lalala lalala i never thought that i would find a way out i never thought i'd hear my heart beat so loud i can't believe there's something left in my chest anymore oh goddamn you got me in love again we're in love we're in love we're in love we're in love oh oh  refrain i can't believe i can't believe i finally found someone i'll sink my teeth in disbelief 'cause you're the one that i want i can't believe there's something left inside my chest anymore but goddamn you got me in love again   you got me in love again you got me in love again you got me in love again again and again again and again and again and again,1967,436
Love Again (Horse Meat Disco Remix),Club Future Nostalgia,lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala lalala    i never thought that i would find a way out i never thought i'd hear my heart beat so loud i can't believe there's something left in my chest anymore but goddamn you got me in love again i used to think that i was made out of stone i used to spend so many nights on my own i never knew i had it in me to dance anymore but goddamn you got me in love again   show me that heaven's right here baby touch me so i know i'm not crazy never have i ever met somebody like you used to be afraid of love and what it might do but goddamn you got me in love again you got me in love again you got me in love again again   so many nights my tears fell harder than rain scared i would take my broken heart to the grave i'd rather die than have to live in a storm like before but goddamn goddamn you got me in love again   show me that heaven's right here baby touch me so i know i'm not crazy never have i ever met somebody like you used to be afraid of love and what it might do but goddamn goddamn you got me in love again you got me in love again you got me in love again you got me in love again   dance a dandance anymore dance a dandance anymore dance a dandance anymore dance dandance anymore dance a dandance anymore dance a dandance anymore dance a dandance anymore dance dandance anymore   you got me in love again you got me in love again you got me in love again you got me in love again goddamn,1592,325
Love Boy,,love boy yeah you such a love boy,33,8
Love GamePoker Face  Medley  Live at MMVA ,,lovegame   i wanna kiss you but if i do then i might miss you it's complicated and stupid got my ass squeezed by sexy cupid guess he wants to play wants to play a lovegame a lovegame  pre hold me and love me just wanna touch you for a minute maybe three seconds is eugh for my heart to quit it let's have some fun this beat is sick i wanna take a ride on your disco stick don't think too much just bust that kick i wanna take a ride on your disco stick   let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame   i'm on a mission and it involves some heavy touching yeah you've indicated your interest i'm educated in sex yes and w i want it bad want it bad a lovegame a lovegame  pre hold me and love me just wanna touch you for a minute maybe three seconds is eugh for my heart to quit it let's have some fun this beat is sick i wanna take a ride on your disco stick don't think too much just bust that kick i wanna take a ride on your disco stick   let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame let's play a lovegame play a lovegame do you want love or you want fame are you in the game dans the lovegame  poker face      mah    mah    mah    mah    mah   i wanna hold 'em like they do in texas please fold 'em let 'em hit me raise it baby stay with me i love it love game intuition play the cards with spades to start and after he's been hooked i'll play the one that's on his heart  pre           i'll get him hot show him what i've got           i'll get him hot show him what i've got   can't read my can't read my  he can't read my poker face shes got me like body can't read my can't read my  he can't read my poker face shes got me like body  post popopopoker face popofuck her face    mah popopopoker face popofuck her face    mah   just like a chick in the casi take your bank before i pay you out i promise this promise this check this hand 'cause i'm  interlude can't read my can't read my  he can't read my poker face can't read my can't read my  he can't read my poker face shes got me like body   can't read my can't read my  he can't read my poker face shes got me like body  post popopopoker face popofuck her face    mah popopopoker face popofuck her face    mah popopopoker face popofuck her face    mah popopopoker face popofuck her face    mah,2714,587
Love Is Everything,Christmas Kisses EP,it's time for us to all give something it's time for us to all give something all around the world this time of year all around the world this time of year as a matter of fact it won't cost you nothing as a matter of fact it won't cost you nothing it's in your heart you got it right there you got it right there  pre the truth is your heart is the biggest gift you can give anyone i know we can do it 'cause when i look around there's enough for everyone uhhuh if you spend a little time look deep inside search your heart and i'm sure you'll find that the best gift you could give this christmas   all we need is love give love love love love love is all we need give love love love love love underneath the tree love is everything all we need is love give love love love love love is all we need give love love love love let your heart believe that love is everything love is everything   we'll give it all 'cause it's the season we'll give it all 'cause it's the season spreading lots of joy and lots of cheer lots of joy and lots of cheer if you need a cost if you need a reason oh yeah it's the gift that just won't disappear won't disappear  pre the truth is your heart is the biggest gift you can give anyone i know we can do it 'cause when i look around there's enough for everyone uhhuh if you spend a little time look deep inside search your heart and i'm sure you'll find that the best gift you could give this christmas   all we need is love give love love love love love is all we need give love love love love love underneath the tree love is everything love is everything all we need is love give love love love love love is all we need give love love love love let your heart believe that love is everything love is everything   love who you love no one can judge follow your heart and don't give up 'cause that's what this day's about so grab 'em close and hold them in and don't let go 'cause christmas is here   all we need is love give love love is all we need all we need love underneath the tree the tree love is everything love is everything baby all we need is love give love love is all we need all we need let your heart believe believe love is everything love is everything love is everything baby all we need is love give love love love love love is all we need give love love love love yeah no no baby love underneath the tree love is everything love is everything oh ooh all we need is love give love love love love love is all we need give love love love love let your heart believe that love is everything love is everything love is everything love is everything ay   all we need is love love is all we need give love love love love oh yeah love underneath the tree love is everything baby love is everything love is everything all you need is love you need is love give love love love love give love love love love,2848,590
Love Me Right,Chromatica Target ExclusiveInternational Deluxe,would you love me right   my life is a story do you wanna kw the truth i'm tall in high heels but i am only five foot two what you see ain't always what you gonna get it's true you see the best in me even when i have  clue  pre i don't wanna feel this way  more i don't wanna feel this weight i'm sick of hiding from myself i don't wanna feel this pain i don't wanna run far from my home i don't wanna lose my way i don't wanna be my friend  more i don't wanna play this game   would you still love me if i gave it all up just to cry would you still love me would would you still love me right would you still need me if i didn't ttell you goodbye would you still love me would would you still love me right   take my picture from me and imagine what i'd do i kw what's best for me tryna do what's best for you this could all be fiction i kw that it sounds taboo i wear my heart on my sleeve it's making its debut  pre i don't wanna feel this way  more i don't wanna feel this weight i'm sick of hiding from myself i don't wanna feel this pain i don't wanna run far from my home i don't wanna lose my way i don't wanna be my friend  more i don't wanna play this game   would you still love me if i gave it all up just to cry would you still love me would would you still love me right would you still need me if i didn't ttell you goodbye would you still love me would would you still love me right   would you still love me right would you still love me right would you still love me right would you still love me right,1520,363
Living on the Radio,Unreleased Songs,i've got  friends i'm my own queen but i'm living on living on the radio that's my dream stone river eyes and a lonely heart if i'm living on the radio they won't tear me apart    stems and roses on a tree  steps and lonely nights but you still got me on the road road paved in gold   baby you must believe baby you must be free keep living on living on the radio that's your dream baby you've got a friend and so many little monsters yeah keep living on living on the radio   and when there's where to go and all your friends are gone and you've only got your daddy to call you can be all right honey 'cause your songs are on the radio   'cause you're sure to miss all the caviar the champagne and the soldout shows but we'll be all right honey 'cause your songs are on the radio,780,167
Living the Blues by Bob Dylan,Self Portrait by Bob Dylan,"since you’ve been gone i’ve been walking around with my head bowed down to my shoes i’ve been living the blues ev’ry night without you  i don’t have to go far ahah to know where you are ahah strangers all give me the news i’ve been living the blues living the blues ev’ry night without you  i think that it’s best i soon get some rest and forget my pride but i can’t deny this feeling that i carry for you deep down inside  if you see me this way ahah you’d come back and you’d stay ahah oh, how could you refuse i’ve been living the blues living the blues ev’ry night without you s   i think that it’s best i soon get some rest and forget my pride but i can’t deny this feeling that i carry for you deep down inside  if you see me this way you’d come back and you’d stay oh, how could you refuse i’ve been living the blues living the blues ev’ry night without you  i’ve been living the blues living the blues ev’ry night without you i’ve been living the blues living the blues ev’ry night without you",1005,245
London Boy by Taylor Swift,Lover by Taylor Swift,"we can go drivin' in, on my scooter uh, you know, just 'round london oh, i'd—  i love my hometown as much as motown, i love socal and you know i love springsteen, faded blue jeans, tennessee whiskey but somethin' happened, i heard him laughin' i saw the dimples first and then i heard the accent  they say, ""home is where the heart is"" but that's not where mine lives  you know i love a london boy i enjoy walkin' camden market in the afternoon he likes my american smile, like a child when our eyes meet darling, i fancy you took me back to highgate, met all of his best mates so i guess all the rumors are true you know i love a london boy boy, i fancy you ooh  and now i love high tea, stories from uni' and the west end you can find me in the pub, we are watchin' rugby with his school friends show me a gray sky, a rainy cab ride babes, don't threaten me with a good time   they say, ""home is where the heart is"" but, god, i love the english  you know i love a london boy i enjoy nights in brixton, shoreditch in the afternoon he likes my american smile, like a child when our eyes meet darling, i fancy you took me back to highgate, met all of his best mates so i guess all the rumors are true you know i love a london boy boy, i fancy you  so please show me hackney doesn't have to be louis v up on bond street just wanna be with you wanna be with you stick with me, i'm your queen like a tennessee stella mccartney on the heath just wanna be with you wanna be with you wanna be with you, oh, woah  you know i love a london boy i enjoy walkin' soho, drinkin' in the afternoon yeah he likes my american smile, like a child when our eyes meet darling, i fancy you you took me back to highgate, met all of his best mates so i guess all the rumors are true yeah you know i love a london boy oh boy oh, i fancy you i fancy you; ooh so please show me hackney doesn't have to be louis v up on bond street just wanna be with you ooh i, oh, i, i fancy you, oh, woahahah ooh stick with me, i'm your queen like a tennessee stella mccartney on the heath just wanna be with you ooh, wanna be with you i fancy you yeah, i fancy you, ahah ooh",2137,508
Long Live by Taylor Swift,Speak Now by Taylor Swift,"i said, ""remember this moment"" in the back of my mind the time we stood with our shaking hands the crowds in stands went wild we were the kings and the queens and they read off our names the night you danced like you knew our lives would never be the same you held your head like a hero on a history book page it was the end of a decade but the start of an age  long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming, ""long live all the magic we made"" and bring on all the pretenders one day, we will be remembered  i said, ""remember this feeling"" i pass the pictures around of all the years that we stood there on the sidelines wishing for right now we are the kings and the queens you traded your baseball cap for a crown when they gave us our trophies and we held them up for our town and the cynics were outraged screaming, ""this is absurd"" 'cause for a moment, a band of thieves in ripped up jeans got to rule the world   long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming, ""long live all the magic we made"" and bring on all the pretenders, i'm not afraid long live all the mountains we moved i had the time of my life fighting dragons with you i was screaming, ""long live that look on your face"" and bring on all the pretenders one day, we will be remembered  hold on to spinning around confetti falls to the ground may these memories break our fall will you take a moment promise me this that you'll stand by me forever but if, god forbid, fate should step in and force us into a goodbye if you have children some day when they point to the pictures please, tell 'em my name tell 'em how the crowds went wild tell 'em how i hope they shine long live the walls we crashed through i had the time of my life with you long, long live the walls we crashed through how the kingdom lights shined just for me and you and i was screaming, ""long live all the magic we made"" and bring on all the pretenders, i'm not afraid singing, ""long live all the mountains we moved"" i had the time of my life fighting dragons with you and long, long live that look on your face and bring on all the pretenders one day, we will be remembered",2228,479
Just Like Them,Believe,i know its hard but you know lets go   theres something different in your eyes baby you cant seem to look into mine lately tell me what is on your mind baby or i'm gon' assume that somethings wrong  pre i thought that you were different from the moment that we kissed 'cause all those other women couldn't care less if i lived and i'm not really tripping i just cant do this again please dont tell me youre just like them   please dont tell me youre just like them youre just like them   i know that its hard to trust love but you need the trust that my love will never leave you in the dust  pre i thought that you were different from the moment that we kissed cause all those other women couldn't care less if i lived and i'm not barely tripping i just cant do this again please dont tell me youre just like them   please dont tell me youre just like them youre just like them   baby can we keep this love on track we can run away baby girl and we don't have to look back you know that i love you girl so tell me what youre waiting for you gotta know know know know know know know know know know know know know know know know  pre i thought that you were different from the moment that we kissed cause all those other women couldn't care less if i lived and i'm not barely tripping i just cant do this again please dont tell me youre just like them   please dont tell me youre just like them youre just like them,1414,290
Just Like Tom Thumb's Blues by Bob Dylan,Highway  Revisited by Bob Dylan,"when you're lost in the rain in juarez when it's easter time too and your gravity fails and negativity don't pull you through don't put on any airs when you're down on rue morgue avenue they got some hungry women there and they really make a mess outta you  now if you see saint annie please tell her ""thanks a lot"" i cannot move my fingers are all in a knot i don't have the strength to get up and take another shot and my best friend, my doctor won't even say what it is i've got  sweet melinda the peasants call her the goddess of gloom she speaks good english and she invites you up into her room and you're so kind and careful not to go to her too soon and she takes your voice and leaves you howling at the moon s  up on housing project hill it's either fortune or fame you must pick one or the other though neither of them are to be what they claim if you're lookin' to get silly you better go back to from where you came because the cops don't need you and man, they expect the same  now all the authorities they just stand around and boast how they blackmailed the sergeantatarms into leaving his post and picking up angel who just arrived here from the coast who looked so fine at first but left lookin' just like a ghost  i started out on burgundy but soon hit the harder stuff everybody said they'd stand behind me when the game got rough but the joke was on me there was nobody even there to call my bluff i'm going back to new york city i do believe i've had enough",1481,314
Just Like a Woman by Bob Dylan,Blonde on Blonde by Bob Dylan,"nobody feels any pain tonight as i stand inside the rain everybody knows that baby's got new clothes but lately i see her ribbons and her bows have fallen from her curls  she takes just like a woman, yeah she does she makes love just like a woman, yeah she does and she aches just like a woman but she breaks just like a little girl  queen mary, she's my friend yes, i believe i'll go see her again nobody has to guess that baby can't be blessed 'til she finally sees that she's like all the rest with her fog, her amphetamine and her pearls  she takes just like a woman, yes she makes love just like a woman, yeah she does and she aches just like a woman but she breaks just like a little girl s  yeah, it was raining from the first and i was dying there of thirst so i came in here and your longtime curse hurts but what's worse is this pain in here i can't stay in here  ain't it clear that i just can't fit yes, i believe it's time for us to quit but when we meet again, introduced as friends please don't let on that you knew me when i was hungry and it was your world  ah, you fake just like a woman, yes, you do you make love just like a woman, yes, you do then you ache just like a woman but ya' break just like a little girl ",1235,280
Just a Feeling,Hands All Over,i watched you cry bathed in sunlight by the bathroom door you said you wished you did not love me anymore you left your flowers in the backseat of my car the things we said and did have left permanent scars obsessed depressed at the same time i can't even walk in a straight line i've been lying in the dark no sunshine no sunshine no sunshine   she cries this is more than goodbye when i look into your eyes you're not even there it's just a feeling just a feeling just a feeling that i have just a feeling just a feeling that i have oh yeah 'cause i can't believe that it's over   you've hit your low you've lost control and you wanna come back you may not believe me but i gave you all i had undress confess that you're still mine roll around in a bed full of tears i'm still lying in the dark no sunshine no sunshine no sunshine   she cries this is more than goodbye when i look into your eyes you're not even there it's just a feeling just a feeling just a feeling that i have just a feeling just a feeling that i have no i can't believe that it's over now it's just a feeling just a feeling that i have   so much to say it's not the way she does her hair it's the way she seems to stare right through my eyes and in the darkest day when she refused to run away from love she tried so hard to save   it's just a feeling just a feeling just a feeling that i have just a feeling just a feeling that i have it's just a feeling just a feeling just a feeling that i have just a feeling just a feeling that i have   i can't believe that it's over i can't believe that it's over now i can't believe that's it's over yeah,1618,355
Just a Little Bit of Your Heart,My Everything,ohoh ohohoh ohoh ohohoh   i don't ever ask you where you've been and i don't feel the need to know who you're with i can't even think straight but i can tell that you were just with her  pre and i'll still be a fool i'm a fool for you   just a little bit of your heart just a little bit of your heart just a little bit of your heart is all i want just a little bit of your heart just a little bit of your heart just a little bit is all i'm asking for ohoh ohohoh ohoh ohohoh   i don't ever tell you how i really feel 'cause i can't find the words to say what i mean and nothing's ever easy that's what they say i know i'm not your only  pre but i'll still be a fool 'cause i'm a fool for you   just a little bit of your heart just a little bit of your heart just a little bit of your heart is all i want just a little bit of your heart just a little bit of your heart just a little bit is all i'm asking for ohoh ohohoh just a little bit ohoh ooh yeahyeah yeah yeah   i know i'm not your only but at least i'm one i heard a little love is better than none   oh babe just a little bit of your heart just a little bit of your heart just a little bit of your heart is all i want just a little bit of your heart just a little bit of your heart just a little bit is all i'm asking for just a little bit of your heart just a little bit of your heart just a little bit my baby just a little bit of your heart is all i want is all i want just a little bit of your heart just a little bit just a little bit of your heart just a little bit is all i'm asking for,1551,360
Just by Radiohead,The Bends by Radiohead,can't get the stink off he's been hanging 'round for days comes like a comet suckered you but not your friends  one day he'll get to you and teach you how to be a holy cow  you do it to yourself you do and that's why it really hurts is that you do it to yourself just you you and no one else you do it to yourself you do it to yourself  don't get my sympathy hanging out the fifteenth floor you've changed the locks three times he still comes reeling through the door  one day i'll get to you and teach you how to get to purest hell  you do it to yourself you do and that's why it really hurts is that you do it to yourself just you you and no one else you do it to yourself you do it to yourself   you do it to yourself you do and that's why it really hurts is that you do it to yourself just you you and no one else you do it to yourself you do it to yourself self  you do it to yourself you do it to yourself oh you do it to yourself oh you do it to yourself,961,216
Just dance  Love Game  Telephone ACT III,,plays keytar light me  red oneah gaga   i've had a little bit too much much all of the people start to rush a dizzy twister dance can't find my drink or man where are my keys i lost my phone  pre whats goin on on the floor i love this record baby but i cant see straight anymore keep it cool whats the name of this club i cant remember but its alright alright c'mon  just dance   just dance gonna be okay dadadoodootn just dance spin that record babe dadadoodootn just dance gonna be okay dadadadance dance dance just jjjust dance   gives keytar wish i could shut my plcyboy mouth how'd i turn my shirt inside out control your poison bcbe claps roses have thorns they say  and we're all gettin' hosed tonight  pre whats goin on on the floor i love this record baby but i cant see straight anymore keep it cool whats the name of this club i cant remember but its alright alright   half psychotic sick hyptic got my blueprint it's symphonic half psychotic sick hyptic got my blueprint electronic go  use your muscle carve it out work it hustle don't slow drive it clean it lysol bleed it spend the last dough in your pocko  love game  so let me ask you something when i asked you earlier if you were on your feet how are we doing on that  okay good well if anybodys still sitting down w really im gonna need you to get on your feet for real w and i got one thing to say to you   stand alone on discostick lets have some fun this beat is sick i wanna take a ride on your disco stick  hands up jump lets party roblox ha  takes disco stick   i wanna k you but if i do then i might miss you bcbe it's complicated and stupid got my ass squeezed by scxy cupid guess he wants to play wants to play a lcvegame a lcvegame  pre hold me and lcve me just wanna t you for a minute maybe three seconds is eugh for my heart to quit it let's have some fun this beat is sick i wanna take a ride on your disco stick put your hands up roblox    lets play a lovegame play a lovegame do you want lve or you want fame are you in the game  gives disco stick   i can see you staring there from across the block with a smile on your mouth and your hand on your the story of us it always starts the same with a boy and a girl and a and a game and a game and a game and a game a love game   does breakdance  telephone  i lxve you all so much yeah i do  i lxve you so much that every time i get on stage i get this whole warmup i get my body moving and i do my vocal warmups and i can see you all out there and im thinking about the stage and the lights and how im gonna do the thing  and then sometimes i get a phone call right before and im like who is calling me i got a sold out arena waiting and im kinda busy right w   lady gaga hello hello babx you called i can't hear a thing i have got  service in the club you see see whawhawhat did you say huh you're breaking up on me sorry i cant hear you i'm kind of busy   lady gaga just a second it's my favorite song they're gonna play and i cant text you with a drink in my hand eh you should've made some plans with me you knew that i was free and w you won't stop calling me i'm kind of busy   lady gaga stop calling stop calling i don't wanna think anymore i left my head and my heart on the dance floor stop calling stop calling i don't wanna talk anymore i left my head and my heart on the dance floor  does chorexo  refrain lady gaga can call all you want but there's  one home and you're t gonna reach my telephone 'cause i'm out in the club and i'm sipping that bubb and you're t gonna reach my telephone my telephone  my telephone  and youre t gonna reach my telephone   punch air dances spin,3622,773
If You Leave Me Now,Voicenotes,charlie puth no this is not goodbye i swear that i'm gonna change no baby please don't cry it doesn't have to end this way  pre charlie puth 'cause when i think of all the nights i'll be alone i get terrified please don't say goodbye   charlie puth 'cause girl if you leave me now if you're givin' up and just walk right out you will take the biggest part of me and all the things that i believe baby if you leave me now yeah   wanya morris when did we lose our way my whole world was unravellin' and girl it's drivin' me insane there's no road worth travellin'  pre charlie puth  boyz ii men when i think about all of the nights you're gone nights you're gone oh i get terrified i get terrified please don't say goodbye bye   wanya morris with charlie puth 'cause girl if you leave me now if you're givin' up and just walk right out oh you will take the biggest part of me and all the things that i believe baby if you leave me now oh baby if you leave me now   charlie puth oh i can promise if we parted parted and if you left me brokenhearted every single night i'll think about you with someone else baby if you leave me   charlie puth  wanya morris baby if you leave me now leave me now oh if you're givin' up and just walk right out hey you will take the biggest part of me and all the things that i believe baby if you leave me now   charlie puth  wanya morris oh girl if you leave me now if you're givin' up and just walk right out oh baby you will take the biggest part of me and all the things that i believe baby if you leave me now oh baby if you leave me now,1571,340
All i want,,lyrics from snippet  all i want is love all i need is love from you from you,76,17
All of Me,,what would i do without your smart mouth drawin' me in and you kickin' me out got my head spinnin' no kiddin' i can't pin you down what's goin' on in that beautiful mind i'm on your magical mystery ride and i'm so dizzy don't know what hit me but i'll be alright  pre my head's underwater but i'm breathing fine you're crazy and i'm out of my mind   'cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me i'll give my all to you you're my end and my beginning even when i lose i'm winning 'cause i give you all of me and you give me all of you oh   how many times do i have to tell you even when you're crying you're beautiful too the world is beating you down i'm around through every mood you're my downfall you're my muse my worst distraction my rhythm and blues i can't stop singing it's ringing in my head for you  pre my head's underwater but i'm breathing fine you're crazy and i'm out of my mind   'cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me i'll give my all to you you're my end and my beginning even when i lose i'm winning 'cause i give you all of me and you give me all of you oh   give me all of you cards on the table we're both showing hearts risking it all though it's hard   'cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me i'll give my all to you you're my end and my beginning even when i lose i'm winning 'cause i give you all of me and you give me all of you oh,1597,363
All or Nothing,Unreleased Songs,oh oh   while i'm laying on your chest i can feel the emptiness like the sound of hope and dreams all those tattoos on your skin this commitment joining tell me are we meant to be  pre oh we used to burn bright but now i'm turning the lights off lights go down today you said you'd be mine but i've been waiting a lifetime and i can't stand the pain   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing   loving you was like a pill i stayed 'cause i liked the thrill but now we're just wasting time time time i've been waiting weeks all night you know that we're more than friends we've been livin' in denial  pre oh we used to burn bright but now i'm turning the lights off lights go down today you said you'd be mine but i've been waiting a lifetime and i can't stand the pain   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post  ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing   don't you beg me for forgiveness don't mistake my love for weakness   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post  ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing,1775,379
All the Tired Horses by Bob Dylan,Self Portrait by Bob Dylan,how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmm all the tired horses in the sun how'm i supposed to get any riding done hmms ,957,214
All to Myself,Unreleased Songs,feels like we're all alone but we're here in a crowded room your eyes all on me and my eyes are looking right at you feels like i've known you for a lifetime but it's just day two so into you so into you something about you in the way that you just say my name it makes me wanna throw my hands up 'cause you know i'm game wanna unlock the movies i got playin' in my brain in my brain of you and me of you and me  pre honestly for you there's no one but me and honestly i want you   i want you all to myself i need you all to myself all to myself all to myself i hope there's nobody else oohooh i want you all to myself oohooh all to myself oohooh all to myself oohooh   up in the canyon with the flowers they were all in bloom your hand on the lower part of my back so close to you you know the feeling when you're falling well i fell for you i fell for you you know it's true you know it's true  pre honestly for you there's no one but me and honestly i want you   i want you all to myself i need you all to myself all to myself all to myself i hope there's nobody else oohooh i want you all to myself oohooh all to myself oohooh all to myself oohooh  post baby i say goodbye to all the rest you're the one that gets me best only only one only only one baby just say goodbye to all the rest 'cause i'm the one that gets you best only only one only only one  pre honestly for you there's no one but me and honestly i want you   i want you all to myself i need you all to myself all to myself all to myself i hope there's nobody else oohooh i want you all to myself oohooh all to myself oohooh all to myself oohooh  post baby i say goodbye to all the rest oohooh you're the one that gets me best oohooh only only one oohooh only only one oohooh baby i say goodbye to all the rest oohooh you're the one that gets me best oohooh only only one oohooh only only one oohooh   oohooh ooh oohooh ooh oohooh ooh oohooh ooh,1913,422
